NAME,metropolitan statistical area/micropolitan statistical area,labor_force_total,total_unemployed,unemployment_rate
"Aberdeen, SD Micro Area",10100,33298,746,2.240374797285122
"Aberdeen, WA Micro Area",10140,62918,2115,3.3615181665024316
"Abilene, TX Metro Area",10180,140842,2235,1.5868845940841512
"Ada, OK Micro Area",10220,29786,640,2.1486604445041295
"Adrian, MI Micro Area",10300,80944,2511,3.102144692627001
"Aguadilla, PR Metro Area",10380,217441,10417,4.7907248403015075
"Akron, OH Metro Area",10420,574951,19495,3.390723731239706
"Alamogordo, NM Micro Area",10460,55018,2397,4.356755970773202
"Alamosa, CO Micro Area",10480,21875,423,1.9337142857142857
"Albany, GA Metro Area",10500,115517,5395,4.67030826631578
"Albany, OR Metro Area",10540,104016,3705,3.5619520073834794
"Albany-Schenectady-Troy, NY Metro Area",10580,749560,23096,3.081274347617269
"Albemarle, NC Micro Area",10620,51303,1212,2.362434945324835
"Albert Lea, MN Micro Area",10660,24734,579,2.3409072531737687
"Albertville, AL Micro Area",10700,75978,1607,2.115085945931717
"Albuquerque, NM Metro Area",10740,748778,24836,3.316870955076137
"Alexander City, AL Micro Area",10760,33752,1334,3.95235837876274
"Alexandria, LA Metro Area",10780,118415,3186,2.6905375163619474
"Alexandria, MN Micro Area",10820,31755,547,1.7225633758463235
"Alice, TX Micro Area",10860,35124,1025,2.9182325475458377
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",10900,709620,24321,3.4273273019362476
"Alma, MI Micro Area",10940,34425,853,2.477850399419027
"Alpena, MI Micro Area",10980,24124,914,3.788758083236611
"Altoona, PA Metro Area",11020,100226,2628,2.6220741125057367
"Altus, OK Micro Area",11060,19145,588,3.0712979890310783
"Amarillo, TX Metro Area",11100,209825,4289,2.0440843560109614
"Americus, GA Micro Area",11140,26662,723,2.7117245517965642
"Ames, IA Metro Area",11180,106091,2955,2.7853446569454525
"Amherst Town-Northampton, MA Metro Area",11200,136669,4265,3.1206784274414825
"Amsterdam, NY Micro Area",11220,39216,1131,2.8840269277845776
"Anchorage, AK Metro Area",11260,312587,9835,3.1463240633807543
"Anderson Creek, NC Micro Area",11360,104990,2907,2.768835127154967
"Andrews, TX Micro Area",11380,13492,214,1.5861251111769936
"Angola, IN Micro Area",11420,28618,1267,4.427283527849605
"Ann Arbor, MI Metro Area",11460,309091,8556,2.7681168329068138
"Anniston-Oxford, AL Metro Area",11500,94387,3362,3.561931198152288
"Appleton, WI Metro Area",11540,194541,3791,1.9486894793385456
"Arcadia, FL Micro Area",11580,29403,1218,4.142434445464749
"Ardmore, OK Micro Area",11620,37419,869,2.322349608487667
"Arecibo, PR Metro Area",11640,155928,7316,4.691909086244934
"Arkadelphia, AR Micro Area",11660,17582,447,2.5423728813559325
"Arkansas City-Winfield, KS Micro Area",11680,27260,797,2.9236977256052827
"Asheville, NC Metro Area",11700,345005,6903,2.000840567528007
"Ashland, OH Micro Area",11740,42011,942,2.2422698816976503
"Astoria, OR Micro Area",11820,34531,853,2.4702441284642784
"Atchison, KS Micro Area",11860,13003,339,2.607090671383527
"Athens, OH Micro Area",11900,53537,1750,3.2687673945122064
"Athens, TN Micro Area",11940,54882,1650,3.0064502022521045
"Athens, TX Micro Area",11980,67856,1836,2.705729780712096
"Athens-Clarke County, GA Metro Area",12020,179402,5045,2.812120266217768
"Atlanta-Sandy Springs-Roswell, GA Metro Area",12060,4883890,163200,3.3415986027531335
"Atlantic City-Hammonton, NJ Metro Area",12100,304893,14284,4.684922251412791
"Auburn, IN Micro Area",12140,34266,929,2.711142240121403
"Auburn, NY Micro Area",12180,62382,1428,2.2891218620755986
"Auburn-Opelika, AL Metro Area",12220,161005,4091,2.540914878419925
"Augusta-Richmond County, GA-SC Metro Area",12260,492198,17474,3.5501972783310785
"Augusta-Waterville, ME Micro Area",12300,104198,2566,2.4626192441313655
"Austin, MN Micro Area",12380,31169,758,2.431903493856075
"Austin-Round Rock-San Marcos, TX Metro Area",12420,1895681,57495,3.032946998994029
"Bainbridge, GA Micro Area",12460,22651,821,3.6245640369078624
"Baker City, OR Micro Area",12520,13783,310,2.2491475005441486
"Bakersfield-Delano, CA Metro Area",12540,677057,33049,4.881272920891446
"Baltimore-Columbia-Towson, MD Metro Area",12580,2282183,70197,3.0758707781102568
"Bangor, ME Metro Area",12620,129869,3175,2.4447712695100448
"Baraboo, WI Micro Area",12660,52658,929,1.7642143643890766
"Barnstable Town, MA Metro Area",12700,201573,5492,2.724571247141234
"Barre, VT Micro Area",12740,50363,964,1.9141036078073186
"Bartlesville, OK Micro Area",12780,41632,924,2.219446579554189
"Batavia, NY Micro Area",12860,47331,1248,2.6367496989288206
"Batesville, AR Micro Area",12900,29971,799,2.665910380034033
"Baton Rouge, LA Metro Area",12940,690646,28116,4.070971235625776
"Battle Creek, MI Metro Area",12980,107084,4276,3.9931268910388105
"Bay City, MI Metro Area",13020,85447,2304,2.696408299881798
"Bay City, TX Micro Area",13060,28013,1128,4.026701888408954
"Beatrice, NE Micro Area",13100,17289,162,0.9370119729307652
"Beaumont-Port Arthur, TX Metro Area",13140,307996,9982,3.2409511811841716
"Beaver Dam, WI Micro Area",13180,73647,1881,2.554075522424539
"Beckley, WV Metro Area",13220,92566,2687,2.90279368234557
"Bedford, IN Micro Area",13260,36732,769,2.09354241533268
"Beeville, TX Micro Area",13300,25500,688,2.6980392156862743
"Bellefontaine, OH Micro Area",13340,36971,811,2.1936112087852644
"Bellingham, WA Metro Area",13380,190060,6050,3.1832053035883408
"Bemidji, MN Micro Area",13420,36161,1176,3.2521224523658083
"Bend, OR Metro Area",13460,209381,6481,3.0953142835309793
"Bennington, VT Micro Area",13540,31188,778,2.4945491855841992
"Big Rapids, MI Micro Area",13660,33317,898,2.695320707146502
"Big Spring, TX Micro Area",13700,26377,713,2.70311256018501
"Billings, MT Metro Area",13740,149507,3439,2.3002267452360092
"Binghamton, NY Metro Area",13780,204016,7409,3.6315779154576107
"Birmingham, AL Metro Area",13820,942353,25868,2.7450435240297426
"Bishop, CA Micro Area",13860,15356,240,1.5629070070330815
"Bismarck, ND Metro Area",13900,106236,1856,1.7470537294325839
"Blackfoot, ID Micro Area",13940,36318,1361,3.7474530535822455
"Blacksburg-Christiansburg-Radford, VA Metro Area",13980,155530,3283,2.1108467819713237
"Bloomington, IL Metro Area",14010,138424,2691,1.9440270473328323
"Bloomington, IN Metro Area",14020,137528,4575,3.3265953115002036
"Bloomsburg-Berwick, PA Micro Area",14100,55099,1766,3.2051398391985333
"Bluefield, WV-VA Micro Area",14140,80979,1658,2.047444399165216
"Blytheville, AR Micro Area",14180,30633,1563,5.102340613064342
"Bogalusa, LA Micro Area",14220,35740,1954,5.467263570229434
"Boise City, ID Metro Area",14260,624482,12839,2.0559439663593184
"Bonham, TX Micro Area",14300,29747,740,2.4876458130231622
"Boone, NC Micro Area",14380,48742,2621,5.377292683927619
