NAME,metropolitan statistical area/micropolitan statistical area,median_mortgage_burden,mortgage_10_15,mortgage_10_15_pct,mortgage_15_20,mortgage_15_20_pct,mortgage_20_25,mortgage_20_25_pct,mortgage_25_30,mortgage_25_30_pct,mortgage_30_35,mortgage_30_35_pct,mortgage_35_40,mortgage_35_40_pct,mortgage_40_50,mortgage_40_50_pct,mortgage_less_10,mortgage_less_10_pct,mortgage_over_50,mortgage_over_50_pct,mortgage_total
"Albany, OR Metro Area",10540,22.3,3454,15.506868995241089,5033,22.595851665619108,3239,14.541618029990122,2769,12.43153452455778,1954,8.772559935350634,937,4.206698392744904,1245,5.589476519709078,1152,5.17194935799587,2474,11.10712040944599,22274
"Albany-Schenectady-Troy, NY Metro Area",10580,19.4,31451,21.07975871313673,33273,22.30093833780161,23188,15.541554959785522,14616,9.796246648793566,8769,5.877345844504021,5152,3.453083109919571,7052,4.726541554959786,13374,8.963806970509383,11937,8.000670241286862,149200
"Albemarle, NC Micro Area",10620,18.0,2553,25.681520973745098,1751,17.613922140629715,1148,11.548133990544212,879,8.842168795895786,463,4.657479126848406,419,4.2148677195453175,401,4.03379941655769,1319,13.268282868926667,922,9.274720853032894,9941
"Albert Lea, MN Micro Area",10660,18.7,1353,25.24724762082478,846,15.786527337189774,709,13.230080238850531,507,9.460720283635006,366,6.829632394103377,243,4.534428064937488,182,3.3961559992535926,674,12.576973315917147,437,8.15450643776824,5359
"Albertville, AL Micro Area",10700,19.1,3030,21.141501535026514,3092,21.57409991627128,1938,13.52218811052191,1295,9.035724253418923,906,6.321518280770304,512,3.572425341892269,559,3.900362824448786,1568,10.940552609545072,1367,9.538096567122523,14332
"Albuquerque, NM Metro Area",10740,20.6,29836,18.845376452753918,31488,19.888832743810006,22575,14.259095502779182,15097,9.535750378979282,9140,5.77311773623042,7761,4.9020970186963115,7909,4.995578575037897,14434,9.116978271854471,18749,11.842470944921677,158320
"Alexander City, AL Micro Area",10760,18.3,1224,20.248138957816376,1385,22.91149710504549,841,13.91232423490488,319,5.277088502894955,249,4.11910669975186,180,2.977667493796526,448,7.411083540115798,861,14.24317617866005,466,7.70885028949545,6045
"Alexandria, LA Metro Area",10780,19.1,3867,20.80486361435412,3887,20.912465701834616,2464,13.256577177597245,1806,9.71646849948889,1138,6.122558777640286,769,4.137300263625114,746,4.013557863022543,2156,11.59950503039759,1631,8.77495023403454,18587
"Alexandria, MN Micro Area",10820,20.5,1459,17.680562287930197,2019,24.466795928259817,1484,17.983519146873487,754,9.13717886572952,542,6.568104701890451,396,4.798836645661657,403,4.883664566165778,502,6.0833737275811925,671,8.131362094037808,8252
"Alice, TX Micro Area",10860,21.7,557,14.853333333333332,766,20.42666666666667,405,10.8,386,10.293333333333333,180,4.8,312,8.32,236,6.293333333333333,395,10.533333333333333,468,12.479999999999999,3750
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",10900,20.6,26856,18.423543939082116,31238,21.42964944776017,23386,16.043081566851892,16214,11.123001989435412,9019,6.187144131165534,6828,4.684091376826507,7162,4.913219455306304,11923,8.179323591959937,12776,8.764492007957742,145770
"Alma, MI Micro Area",10940,18.7,1347,21.19257394587791,1564,24.60667086217747,1058,16.645689112649464,529,8.322844556324732,262,4.1220893643801135,152,2.391441157960982,184,2.89490245437382,652,10.258023914411579,592,9.314033983637508,6356
"Alpena, MI Micro Area",10980,19.1,945,19.593613933236576,998,20.692515032137674,652,13.51855691478333,462,9.57910014513788,274,5.6811113414887,186,3.856520837652913,165,3.4211071946921003,632,13.10387725482065,489,10.138917686087497,4823
"Altoona, PA Metro Area",11020,17.9,5039,25.291106203573584,4044,20.297129090544068,3160,15.860269022284681,1603,8.04557317807669,763,3.8295522987351935,519,2.6048986147359967,694,3.4832362979321423,2555,12.823730174663723,1505,7.55370407548685,19924
"Altus, OK Micro Area",11060,18.6,721,23.27307940606843,593,19.141381536475148,623,20.10974822466107,229,7.391865719819238,107,3.453841187863137,57,1.8398967075532604,188,6.068431245965139,403,13.008392511297611,176,5.681084570690769,3098
"Amarillo, TX Metro Area",11100,20.5,6462,18.5545697303816,7721,22.16958107215666,5793,16.633646308898268,3191,9.162431446865938,2313,6.641398914635197,1269,3.643724696356275,1675,4.809486892353633,2623,7.5315129066528845,3610,10.365521003818875,34827
"Americus, GA Micro Area",11140,20.5,693,17.874645344338404,667,17.204023729687904,549,14.160433324735619,377,9.724013412432294,284,7.325251483105494,197,5.08124838792881,190,4.900696414753676,496,12.793396956409595,371,9.569254578282177,3877
"Ames, IA Metro Area",11180,19.4,3721,20.576199955762,4040,22.3401902234019,2962,16.379119663791197,2287,12.646538376465383,1122,6.204379562043796,464,2.56580402565804,574,3.174076531740765,1734,9.588586595885866,1172,6.48086706480867,18084
"Amherst Town-Northampton, MA Metro Area",11200,22.1,3370,12.919797577058734,5431,20.821193068547768,4787,18.352246587946635,2871,11.006747431375556,1706,6.540407912896795,1490,5.71231406226039,1602,6.141696058886674,2131,8.169759239380463,2520,9.661094924091397,26084
"Amsterdam, NY Micro Area",11220,19.2,1318,19.760119940029984,1422,21.319340329835082,1077,16.146926536731634,479,7.181409295352324,285,4.272863568215892,289,4.332833583208396,339,5.082458770614692,796,11.934032983508246,637,9.550224887556222,6670
"Anchorage, AK Metro Area",11260,22.1,11455,16.820110714652806,12734,18.698148392875495,11690,17.165176277109673,7346,10.786602645992101,5404,7.935039572412375,3279,4.814765869344963,4051,5.94834295111816,4796,7.042274202311205,7097,10.420979986197377,68103
"Anderson Creek, NC Micro Area",11360,20.9,4364,19.63024605280914,4109,18.483199136341145,3712,16.69740452521254,2208,9.932076829652289,1284,5.775718591156493,828,3.7245288111196073,1128,5.07399577167019,1862,8.375691601817282,2543,11.438981602267106,22231
"Andrews, TX Micro Area",11380,24.9,528,20.935765265662173,261,10.348929421094368,274,10.864393338620143,313,12.410785091197463,308,12.212529738302933,153,6.066613798572561,20,0.7930214115781126,191,7.573354480570975,453,17.96193497224425,2522
"Angola, IN Micro Area",11420,19.0,1311,20.306691449814128,1240,19.206939281288722,888,13.754646840148698,697,10.796158612143742,394,6.102850061957868,166,2.5712515489467163,250,3.8723667905824035,895,13.863073110285008,577,8.937422552664188,6456
"Ann Arbor, MI Metro Area",11460,19.6,12147,20.688421841468816,13149,22.394999489048608,9440,16.07793711891542,5850,9.963552134073646,3716,6.328984569267977,1663,2.832373880164867,2769,4.716081343461526,5005,8.52437238137412,4737,8.067922471642197,58714
"Anniston-Oxford, AL Metro Area",11500,18.5,3645,22.477799703996055,3589,22.132461766156883,2282,14.072520966946225,1096,6.758756783423779,1035,6.382585101134682,588,3.6260483473112974,807,4.976566354218056,1887,11.636655155402071,1131,6.974592994573261,16216
"Appleton, WI Metro Area",11540,18.5,10408,23.17885219250384,11053,24.615281829721845,7392,16.462151749326324,4192,9.335679130570341,2293,5.106563035877336,1185,2.639021891633076,1535,3.4184798343095117,4179,9.306727835556645,2595,5.779123889272432,44903
"Arcadia, FL Micro Area",11580,21.7,404,12.621055920024993,691,21.587004061230868,609,19.0253045923149,373,11.652608559825055,144,4.498594189315839,34,1.0621680724773508,286,8.934707903780069,282,8.809746954076852,340,10.621680724773508,3201
"Ardmore, OK Micro Area",11620,18.7,1255,20.719828297837214,1273,21.017005118045237,734,12.118210335149413,585,9.658246656760774,351,5.794947994056463,227,3.7477298992900776,255,4.210004952947004,815,13.455506026085521,541,8.931814429585604,6057
"Arecibo, PR Metro Area",11640,23.8,2261,15.772584583188001,2540,17.718869898848972,1812,12.640390652249739,1379,9.619811649808161,1374,9.584931984652947,642,4.478549005929543,1014,7.073596093477502,888,6.194628531566097,2234,15.584234391349844,14335
"Arkadelphia, AR Micro Area",11660,16.9,577,24.97835497835498,578,25.02164502164502,115,4.978354978354979,146,6.320346320346321,184,7.965367965367966,41,1.774891774891775,96,4.1558441558441555,357,15.454545454545453,216,9.35064935064935,2310
"Arkansas City-Winfield, KS Micro Area",11680,19.5,1007,20.71590207776178,1134,23.32853322361654,720,14.81176712610574,642,13.207159020777617,217,4.46410203661798,214,4.402386340259206,190,3.908660769389015,382,7.8584653363505454,296,6.08928204073236,4861
"Asheville, NC Metro Area",11700,20.3,11653,19.05143380309322,12964,21.19478141451133,9317,15.232318608377202,5795,9.47421770264526,3989,6.521596965634504,2876,4.701958604453455,2934,4.796782526240069,5370,8.779387241277833,6060,9.907464931497891,61166
"Ashland, OH Micro Area",11740,18.3,2180,23.400601116358953,1917,20.57750107342207,1230,13.203091455560326,665,7.138256762559038,619,6.644482610562473,370,3.971661657363675,382,4.100472305710605,1192,12.79519106912838,720,7.728638900815802,9316
"Astoria, OR Micro Area",11820,24.5,876,12.85399853264857,1236,18.13646368305209,1018,14.937637564196626,908,13.323550990462216,548,8.041085840058694,353,5.179750550256786,477,6.999266324284665,380,5.575935436537051,1019,14.952311078503303,6815
"Atchison, KS Micro Area",11860,17.7,488,23.851417399804497,713,34.84848484848485,218,10.654936461388074,127,6.207233626588465,142,6.940371456500488,36,1.7595307917888565,41,2.0039100684261975,146,7.1358748778103624,114,5.571847507331378,2046
"Athens, OH Micro Area",11900,18.1,1623,24.767282160842363,1480,22.58507553792156,803,12.253929497939875,578,8.820387608728826,408,6.226155959102702,199,3.036777048679994,221,3.372501144513963,746,11.38409888600641,492,7.508011597741493,6553
"Athens, TN Micro Area",11940,18.7,2205,21.73698738170347,2218,21.865141955835963,1353,13.337933753943219,1073,10.577681388012618,458,4.514984227129338,593,5.8458201892744475,257,2.5335173501577284,1210,11.928233438485805,776,7.649842271293375,10144
"Athens, TX Micro Area",11980,20.9,2146,20.73229639648343,1688,16.307603130132353,2037,19.67925804270119,1012,9.77683315621679,720,6.955849676359772,372,3.5938556661192154,470,4.540624094290407,948,9.158535407207033,906,8.75277750941938,10351
"Athens-Clarke County, GA Metro Area",12020,19.3,5886,21.124031007751938,5877,21.09173126614987,3705,13.296726959517658,2480,8.900373241458514,2010,7.213608957795005,916,3.287395923054838,1280,4.593741027849555,2942,10.558426643697961,2694,9.66838931955211,27864
"Atlanta-Sandy Springs-Roswell, GA Metro Area",12060,19.9,215224,20.34535989404955,213256,20.159322703627065,157585,14.896682242239706,96208,9.094647365938368,64783,6.124007778018306,41315,3.9055520946672173,51738,4.8908496738204645,103686,9.801550877106743,108594,10.26550948005063,1057853
"Atlantic City-Hammonton, NJ Metro Area",12100,23.7,9131,13.939393939393941,11399,17.40172505915579,10590,16.16670483169224,7370,11.25104953820319,5222,7.971910541180062,3505,5.350736584993512,4601,7.023891306007175,4029,6.150675520952599,9061,13.832531867796352,65505
"Auburn, IN Micro Area",12140,17.2,2651,28.941048034934497,1501,16.38646288209607,1086,11.85589519650655,711,7.762008733624453,485,5.29475982532751,329,3.591703056768559,361,3.9410480349344983,1251,13.657205240174672,740,8.078602620087336,9160
"Auburn, NY Micro Area",12180,19.3,2702,22.317667465102833,2693,22.243330304782358,1669,13.785413397208227,1067,8.813083340216405,677,5.591806392995788,492,4.063764764186008,560,4.625423308829603,1043,8.614850912695134,1204,9.944660113983646,12107
"Auburn-Opelika, AL Metro Area",12220,19.2,6396,21.732925586136595,6177,20.988786952089704,4357,14.804621134896365,2356,8.00543662928984,1445,4.90995582738702,1294,4.3968739381583415,1167,3.965341488277268,2941,9.993204213387699,2962,10.064559972816854,29430
"Augusta-Richmond County, GA-SC Metro Area",12260,18.8,20564,22.884741650808486,18315,20.381931692985678,12165,13.53787600574233,7618,8.47772621551542,5381,5.9882705126921065,2894,3.2206011640458945,3920,4.362389966503077,10318,11.482433590402742,8340,9.281207224651954,89859
"Augusta-Waterville, ME Micro Area",12300,19.5,4746,20.01433812676591,5364,22.62050352127525,3439,14.502593514106184,2279,9.610762029266647,1538,6.48589381352001,699,2.9477501792265848,940,3.964070341163075,2267,9.560156875975204,2342,9.876439084046726,23713
"Austin, MN Micro Area",12380,18.7,1681,23.803455111866327,1478,20.928915321438684,1044,14.783347493627868,645,9.13338997451147,372,5.267629566694987,239,3.3843103936561882,312,4.4180118946474085,712,10.082129708297932,503,7.122628150665535,7062
"Austin-Round Rock-San Marcos, TX Metro Area",12420,21.4,64584,17.2207468083064,79101,21.091575208779958,64511,17.20128201026035,39430,10.513657355560532,26970,7.19130963427511,17487,4.662752375771926,19367,5.1640375857251035,25520,6.804680084045265,36522,9.738265126547851,375036
"Bainbridge, GA Micro Area",12460,22.3,567,17.96577946768061,622,19.7084917617237,506,16.03295310519645,252,7.984790874524715,339,10.741444866920153,240,7.604562737642586,109,3.453738910012674,146,4.6261089987325725,361,11.438529784537389,3156
"Baker City, OR Micro Area",12520,19.9,462,17.06056129985229,596,22.008862629246675,398,14.697193500738553,199,7.348596750369277,183,6.757754800590841,160,5.908419497784342,106,3.914327917282127,289,10.67208271787297,276,10.19202363367799,2708
"Bakersfield-Delano, CA Metro Area",12540,23.5,16339,14.675792442492344,19859,17.837478555325013,16225,14.573396926338104,11073,9.9458381611921,8395,7.540441737849514,6316,5.673070877457717,8175,7.342836355797472,7937,7.1290632606684445,16448,14.77369692723631,111333
"Baltimore-Columbia-Towson, MD Metro Area",12580,20.0,100124,19.18363593166821,113095,21.668863665974357,79924,15.313340639633358,50517,9.678995409293307,34493,6.608816609314766,21132,4.048865352043593,23202,4.445474820088748,45949,8.803772196718295,50630,9.700646071075482,521924
"Bangor, ME Metro Area",12620,19.2,5475,22.097998062641267,5321,21.476428802066515,3339,13.476751695188893,2589,10.449628672909267,1169,4.71827575072651,1079,4.355020988052955,1062,4.28640619954795,2346,9.468840813690669,2286,9.226670971908298,24776
"Baraboo, WI Micro Area",12660,19.5,2483,19.70165833531699,3060,24.27993334920257,2028,16.09140680790288,1335,10.592716019995239,740,5.871617868761406,426,3.380147583908593,487,3.8641593271443306,1031,8.18059192255812,983,7.799730222962786,12603
"Barnstable Town, MA Metro Area",12700,23.8,7124,14.348728071058833,8885,17.895627303671777,6184,12.45543716892586,5298,10.670909786702651,3716,7.48454148119801,3148,6.3405103828878735,3210,6.465387016858346,3971,7.9981469918830195,7846,15.802936615037563,49649
"Barre, VT Micro Area",12740,21.6,1470,12.823868097356714,2690,23.46680624618337,2252,19.645816976358716,1234,10.765070225944342,801,6.98769955509029,541,4.719532408619035,629,5.487219750501613,835,7.284306028090377,995,8.68010119514961,11463
"Bartlesville, OK Micro Area",12780,18.8,1746,22.523219814241486,1547,19.956140350877195,1101,14.202786377708978,642,8.281733746130032,450,5.8049535603715166,356,4.592363261093911,313,4.037667698658411,941,12.138802889576883,638,8.23013415892673,7752
"Batavia, NY Micro Area",12860,18.6,2628,24.21896599391761,2615,24.09916136761589,1574,14.505575522993272,940,8.662796055663073,707,6.5155285227168,357,3.290019353055018,317,2.9213897336651002,914,8.423186803059627,767,7.068472951801677,10851
"Batesville, AR Micro Area",12900,17.1,1332,26.402378592666004,1206,23.90485629335976,633,12.547076313181368,304,6.025768087215065,193,3.8255698711595643,55,1.0901883052527255,214,4.241823587710605,669,13.260654112983152,433,8.582755203171457,5045
"Baton Rouge, LA Metro Area",12940,19.4,28052,21.096805246375066,27417,20.619246736056795,18779,14.122946874435954,13007,9.782052824739788,6777,5.096714999097527,5323,4.0032188195656095,6525,4.907195716262559,13803,10.380693099091511,12412,9.334576740268336,132968
"Battle Creek, MI Metro Area",12980,19.0,5038,21.73706691979117,4524,19.519351080812875,3222,13.901712905035163,1884,8.128748328083876,1240,5.350131595978772,987,4.2585321655089095,1103,4.759028347068214,2866,12.365707382318677,2180,9.405876515511068,23177
"Bay City, MI Metro Area",13020,18.5,4238,23.683916396557507,3799,21.230580082709288,2246,12.551693305018441,1370,7.6561976081368055,1334,7.455012853470437,683,3.8169218732536043,731,4.085168212808762,1986,11.098692299094669,1320,7.376774337766849,17894
"Bay City, TX Micro Area",13060,22.0,730,20.5575894114334,426,11.996620670233737,676,19.036891016615037,442,12.44719797240214,150,4.224162207828781,152,4.280484370599831,189,5.322444381864264,309,8.701774148127289,397,11.179949310053507,3551
"Beatrice, NE Micro Area",13100,18.9,665,20.92511013215859,771,24.260541220893643,446,14.033983637507866,391,12.303335431088735,121,3.8074260541220895,57,1.7935808684707364,138,4.342353681560731,319,10.037759597230963,270,8.495909376966646,3178
"Beaumont-Port Arthur, TX Metro Area",13140,19.2,9307,21.165260500761832,9372,21.31307847997635,6924,15.746025970481886,3543,8.057216928569805,2073,4.714256475564551,1506,3.4248288722625246,1872,4.257157801378118,4681,10.645168626202443,4574,10.401837491187774,43973
"Beaver Dam, WI Micro Area",13180,20.4,2965,18.805099257943805,3700,23.466734318513353,2648,16.794570939303608,1546,9.805289528762605,1063,6.741929346102619,555,3.520010147777003,832,5.2768440413521915,1010,6.405784232891482,1443,9.152026384220207,15767
"Beckley, WV Metro Area",13220,18.4,3564,23.903420523138834,2823,18.93360160965795,2030,13.615023474178404,1341,8.993963782696177,521,3.494299128101945,371,2.488262910798122,530,3.5546613011401744,1972,13.226022803487592,1707,11.448692152917506,14910
"Bedford, IN Micro Area",13260,18.1,1815,20.037535879885183,2572,28.394789136674763,946,10.443806579818943,971,10.719805696621771,425,4.6919849856480464,217,2.3956723338485317,349,3.852947670567454,1106,12.210200927357032,605,6.679178626628395,9058
"Beeville, TX Micro Area",13300,18.8,585,27.24732184443409,418,19.469026548672566,256,11.92361434559851,163,7.591988821611551,90,4.191895668374476,46,2.1425244527247322,137,6.380996739636702,171,7.964601769911504,281,13.088029809035865,2147
"Bellefontaine, OH Micro Area",13340,19.0,2248,23.47780678851175,2025,21.148825065274153,1550,16.187989556135772,1073,11.206266318537859,355,3.7075718015665795,356,3.7180156657963446,386,4.031331592689296,933,9.744125326370758,636,6.642297650130548,9575
"Bellingham, WA Metro Area",13380,24.1,4753,12.737505024788959,6707,17.974005091786143,6035,16.173120728929387,4635,12.421278306311134,3264,8.747152619589977,2101,5.6304435213721025,2415,6.471928179016481,2186,5.858233954173925,5129,13.745142704006433,37315
"Bemidji, MN Micro Area",13420,20.5,1219,18.934451693072383,1267,19.680024852438645,1065,16.542404473438957,604,9.38179558869214,421,6.539297918608264,261,4.054054054054054,400,6.2131096613855235,621,9.645852749301024,573,8.900279589934762,6438
"Bend, OR Metro Area",13460,23.0,7154,14.626865671641792,9038,18.47883868329585,7600,15.538744632999387,4949,10.118585156409733,3924,8.022899202617053,2448,5.005111429155592,3236,6.61623389899816,3540,7.237783684318136,6553,13.398078102637498,48910
"Bennington, VT Micro Area",13540,21.8,926,14.189396261109408,1128,17.284707324547963,941,14.419246092552864,790,12.105424456022066,277,4.244560220655838,201,3.079987741342323,556,8.519767085504137,829,12.703034017775053,791,12.120747778118297,6526
"Big Rapids, MI Micro Area",13660,19.0,1323,21.414697313046293,1232,19.941728714794433,732,11.848494658465523,575,9.307219164778244,271,4.386532858530269,324,5.244415668501133,275,4.4512787309809,779,12.609258659760439,640,10.359339592101003,6178
"Big Spring, TX Micro Area",13700,18.4,989,26.17094469436359,652,17.253241598306428,776,20.534532945223603,156,4.128076210637735,174,4.60439269648055,149,3.942842021698862,161,4.260386345594073,440,11.643291876157713,260,6.880127017729558,3779
"Billings, MT Metro Area",13740,21.1,5148,16.278260869565216,6930,21.913043478260867,5919,18.71620553359684,3500,11.067193675889328,2105,6.6561264822134385,1231,3.8924901185770753,1328,4.199209486166008,2399,7.585770750988143,2982,9.429249011857706,31625
"Binghamton, NY Metro Area",13780,18.8,7840,22.071450691140452,7791,21.933504124320823,5186,14.599814194420201,3061,8.617437572140425,1691,4.760564173305932,1525,4.293234987753723,1569,4.417105374285634,3879,10.920300667210945,2747,7.733453450071788,35521
"Birmingham, AL Metro Area",13820,19.1,42149,21.74893445752794,39544,20.404751339023104,27752,14.320065222551317,17116,8.831876489953457,10598,5.468580687107194,6398,3.301375659191529,8107,4.183221705074356,21747,11.221478033829039,19234,9.924767025459499,193798
"Bishop, CA Micro Area",13860,22.7,196,9.210526315789473,463,21.757518796992482,418,19.642857142857142,212,9.962406015037594,120,5.639097744360902,109,5.12218045112782,126,5.921052631578947,174,8.17669172932331,300,14.097744360902256,2128
"Bismarck, ND Metro Area",13900,20.0,4333,19.21166977032899,5314,23.561230823800656,4003,17.748514675888977,2243,9.945020838875587,1322,5.861487984393012,1222,5.418107652744524,1019,4.518045579498094,1585,7.027578256628536,1484,6.579764121663563,22554
"Blackfoot, ID Micro Area",13940,18.6,1562,20.83500066693344,1713,22.849139655862345,1100,14.672535680939042,617,8.229958650126717,418,5.575563558756836,245,3.2679738562091507,344,4.588502067493664,945,12.605042016806722,534,7.122849139655862,7497
"Blacksburg-Christiansburg-Radford, VA Metro Area",13980,18.9,4693,20.634920634920633,5119,22.50802444708262,3526,15.50367145935013,2000,8.793914611089127,1038,4.564041683155256,828,3.640680648990898,1009,4.436529921294465,2658,11.687112518137448,1754,7.712263113925164,22743
"Bloomington, IL Metro Area",14010,18.1,6758,23.88661105612894,7020,24.8126678919836,4034,14.258447617701117,2224,7.860879400537255,1348,4.764597766152976,787,2.7817050756397568,1081,3.820868089919412,2885,10.197228898628588,1806,6.383429944860739,28292
"Bloomington, IN Metro Area",14020,18.4,5290,22.046259637424466,5268,21.954573869556157,3562,14.844759324859346,2052,8.551781621171077,1402,5.842883934152949,830,3.459053969576995,951,3.9633256928526777,3104,12.93602833923734,1491,6.213794540529277,23995
"Bloomsburg-Berwick, PA Micro Area",14100,18.8,2033,23.1364515761921,1755,19.9726869238648,1112,12.655058609309206,656,7.465574143621259,488,5.553658814157278,366,4.165244110617959,362,4.119722317059292,1003,11.414589734835552,993,11.300785250938887,8787
"Bluefield, WV-VA Micro Area",14140,17.3,2521,24.112864658058346,2206,21.09995217599235,790,7.556193208990914,918,8.780487804878048,417,3.9885222381635583,186,1.7790530846484938,663,6.341463414634147,1636,15.648015303682449,970,9.277857484457197,10455
"Blytheville, AR Micro Area",14180,15.0,1159,26.322961617079265,751,17.05655235067,604,13.717919600272541,201,4.565069270951624,171,3.8837156484215303,90,2.0440608675902796,177,4.01998637292755,1050,23.84737678855326,193,4.383374971610266,4403
"Bogalusa, LA Micro Area",14220,18.7,989,22.30994811639973,604,13.625084592826529,536,12.091134671779834,166,3.7446424543198735,198,4.466501240694789,172,3.879990976765171,186,4.195804195804196,773,17.43740130836905,791,17.84344687570494,4433
"Boise City, ID Metro Area",14260,20.3,26494,18.189807281690044,30397,20.869463725429615,23437,16.09098336457196,14323,9.833645719621293,9469,6.50106760588522,7151,4.909613945473145,7031,4.827226353044565,14241,9.777347531461762,12419,8.526429253087818,145653
"Bonham, TX Micro Area",14300,22.0,725,16.697374481805618,737,16.973744818056193,682,15.70704744357439,616,14.187010594196222,249,5.734684477199447,270,6.2183325656379544,208,4.790419161676647,430,9.903270382312298,409,9.41962229387379,4342
"Boone, NC Micro Area",14380,20.0,1107,16.080766995932596,1569,22.79198140615921,774,11.243463102847182,681,9.892504357931434,362,5.258570598489251,389,5.650784427658338,345,5.011621150493899,728,10.575246949447996,854,12.405578152237071,6884
"Borger, TX Micro Area",14420,17.5,567,25.166444740346204,479,21.260541500221926,211,9.365290723479806,275,12.20594762538837,117,5.193075898801598,98,4.349755881047492,33,1.4647137150466045,320,14.203284509542833,153,6.790945406125166,2253
"Boston-Cambridge-Newton, MA-NH Metro Area",14460,21.9,133338,16.47067252343283,157394,19.442207256394926,129313,15.973481498317579,83942,10.368996032353857,57291,7.076912054628015,39943,4.933987854951158,45783,5.65537806282024,64058,7.912810605424261,95607,11.809923562284139,809548
"Boulder, CO Metro Area",14500,21.0,9950,17.81908701803399,10979,19.661885062411578,8009,14.343021902254696,5956,10.666380128583965,3080,5.5158580920145415,2915,5.2203656942280485,2652,4.7493687207865465,5320,9.5273912498433,6934,12.417844159100271,55839
"Bowling Green, KY Metro Area",14540,18.6,5928,22.90483366175959,6472,25.00676171708976,4209,16.26289556044975,2175,8.403848382983655,1051,4.060894092191183,737,2.847648854371933,1042,4.026119547158147,2385,9.215254433754492,1821,7.0360496116842475,25881
"Bozeman, MT Metro Area",14580,22.4,2538,13.279614901632483,3797,19.867099204688156,3267,17.093972373377984,1739,9.098995395562998,1773,9.276894097948933,1104,5.776475512766848,984,5.148597739640016,1645,8.607157806613646,2194,11.479698618668898,19112
"Bradford, PA Micro Area",14620,17.3,1350,22.597924338801473,1410,23.602276531637095,726,12.152661533311013,414,6.930030130565785,299,5.005021760964178,109,1.824573150318045,348,5.825242718446602,960,16.06963508536994,323,5.406762638098426,5974
"Brainerd, MN Micro Area",14660,21.1,3673,18.771400827924566,3426,17.509071395717278,3193,16.31829100015332,1819,9.296264118158124,1125,5.749476158838862,975,4.982879337660346,1274,6.510962334542852,1972,10.078192875760209,2059,10.522819032043747,19567
"Branson, MO Micro Area",14700,20.2,1366,16.801968019680196,1858,22.853628536285363,953,11.722017220172201,894,10.99630996309963,498,6.125461254612547,304,3.7392373923739237,493,6.063960639606396,770,9.471094710947108,939,11.549815498154983,8130
